transaction_id,transaction_reference,account_id,transaction_date,transaction_type,amount,currency,channel,merchant_name,created_at
61508,TXN0000061508,1,2026-04-03 16:43:43,Card Payment,5635.93,NPR,Internet Banking,,2026-04-03 17:02:43
61509,TXN0000061509,48,2026-02-25 17:48:50,Card Payment,6230.81,npr,Mobile Banking,Khalti,2026-02-25 18:19:50
61510,TXN0000061510,52,2026-04-28 14:15:44,Deposit,39429.07,NPR,Internet Banking,Daraz,2026-04-28 15:00:44
61511,TXN0000061511,119,2026-04-01 12:01:39,withdrawal,10529.28,NPR,,,2026-04-01 12:41:39
61512,TXN0000061512,80,2026-06-01 18:55:50,Card Payment,6780.36,NPR,POS,,2026-06-01 19:14:50
61513,TXN0000061513,118,2026-01-16 01:55:23,Card Payment,31867.71,npr,ATM,Khalti,2026-01-16 02:28:23
61514,TXN0000061514,108,2026-05-06 10:04:39,Card Payment,23631.61,USD,Mobile Banking,ATM Cash,2026-05-06 10:43:39
61515,TXN0000061515,46,2026-04-13 10:58:41,Fee,20609.29,npr,,Khalti,2026-04-13 11:34:41
61516,TXN0000061516,122,2026-04-10 03:41:46,Withdrawal,4205.76,npr,Internet Banking,Bhatbhateni,2026-04-10 04:23:46
61517,TXN0000061517,70,2025-12-17 07:29:56,deposit,8359.24,npr,Mobile Banking,Daraz,2025-12-17 07:42:56
61518,TXN0000061518,12,2026-04-16 12:41:05,deposit,7082.04,npr,Internet Banking,Bhatbhateni,2026-04-16 13:10:05
61519,TXN0000061519,67,2026-02-23 18:35:41,Card Payment,18092.36,npr,Branch,Khalti,2026-02-23 19:03:41
61520,TXN0000061520,117,2025-12-31 14:24:06,deposit,17574.94,npr,,ATM Cash,2025-12-31 14:56:06
61521,TXN0000061521,69,2026-01-01 05:51:01,Card Payment,48775.44,NPR,POS,Esewa,2026-01-01 06:12:01
61522,TXN0000061522,40,2026-04-07 16:54:27,Withdrawal,45568.56,NPR,POS,,2026-04-07 17:05:27
61523,TXN0000061523,32,2026-02-24 10:01:37,Deposit,2788.56,npr,Internet Banking,Daraz,2026-02-24 10:31:37
61524,TXN0000061524,53,2026-05-19 06:03:25,Deposit,20109.17,USD,,Esewa,2026-05-19 07:03:25
61525,TXN0000061525,8,2026-03-10 14:11:20,Transfer,129936.81,NPR,,Esewa,2026-03-10 14:22:20
61526,TXN0000061526,61,2026-05-11 01:17:51,Fee,14531.44,npr,POS,,2026-05-11 01:30:51
61527,TXN0000061527,33,2025-12-30 23:29:52,withdrawal,45945.55,NPR,Branch,,2025-12-31 00:07:52
61528,TXN0000061528,1,2026-03-18 18:09:59,Withdrawal,10761.75,USD,Branch,ATM Cash,2026-03-18 18:27:59
61529,TXN0000061529,129,2026-05-11 10:01:52,Deposit,77549.9,NPR,ATM,Khalti,2026-05-11 10:53:52
61530,TXN0000061530,124,2026-03-25 20:37:59,Fee,49435.05,npr,POS,ATM Cash,2026-03-25 20:38:59
61531,TXN0000061531,137,2026-04-27 23:31:45,Deposit,77645.48,NPR,Mobile Banking,Bhatbhateni,2026-04-28 00:14:45
61532,TXN0000061532,61,2026-04-09 01:01:10,Card Payment,25622.64,NPR,ATM,Daraz,2026-04-09 01:33:10
61533,TXN0000061533,121,2026-02-27 19:20:14,Deposit,64046.25,NPR,ATM,Bhatbhateni,2026-02-27 19:28:14
61534,TXN0000061534,86,2026-01-28 01:23:24,Deposit,94400.53,npr,Mobile Banking,Bhatbhateni,2026-01-28 02:13:24
61535,TXN0000061535,40,2026-05-23 04:25:43,Transfer,145480.39,USD,POS,,2026-05-23 04:40:43
61536,TXN0000061536,89,2026-05-03 21:46:50,Transfer,100759.71,npr,POS,Khalti,2026-05-03 21:47:50
61537,TXN0000061537,60,2026-03-13 00:38:56,deposit,86397.07,NPR,Mobile Banking,Khalti,2026-03-13 01:17:56
61538,TXN0000061538,62,2025-12-21 03:32:14,Fee,6597.55,NPR,Internet Banking,Bhatbhateni,2025-12-21 04:15:14
61539,TXN0000061539,39,2026-04-03 16:58:02,Deposit,24669.11,USD,Mobile Banking,Bhatbhateni,2026-04-03 17:19:02
61540,TXN0000061540,90,2026-05-13 09:07:12,Transfer,4870.71,npr,ATM,Bhatbhateni,2026-05-13 09:53:12
61541,TXN0000061541,136,2026-05-22 07:16:05,Card Payment,29492.65,USD,Internet Banking,Esewa,2026-05-22 08:11:05
61542,TXN0000061542,124,2026-04-25 08:43:05,Deposit,26284.21,NPR,Internet Banking,Esewa,2026-04-25 09:24:05
61543,TXN0000061543,123,2026-01-16 09:54:46,deposit,64267.15,USD,Mobile Banking,Khalti,2026-01-16 10:19:46
61544,TXN0000061544,94,2025-12-06 17:26:01,Withdrawal,48255.13,USD,POS,ATM Cash,2025-12-06 18:05:01
61545,TXN0000061545,136,2026-04-21 12:16:39,Card Payment,10163.74,NPR,Internet Banking,,2026-04-21 13:01:39
61546,TXN0000061546,130,2026-02-08 03:48:01,deposit,57430.18,npr,,ATM Cash,2026-02-08 04:32:01
61547,TXN0000061547,68,2026-04-05 06:40:23,Card Payment,12915.79,USD,Branch,Daraz,2026-04-05 06:54:23
61548,TXN0000061548,89,2026-04-30 18:45:58,Fee,16643.92,NPR,,Esewa,2026-04-30 18:56:58
61549,TXN0000061549,136,2026-04-04 23:40:05,Fee,26247.51,NPR,Internet Banking,Bhatbhateni,2026-04-05 00:09:05
61550,TXN0000061550,62,2026-02-13 02:39:48,Fee,34744.49,npr,Mobile Banking,ATM Cash,2026-02-13 03:29:48
61551,TXN0000061551,86,2026-03-22 16:53:26,Fee,46120.77,npr,Mobile Banking,Esewa,2026-03-22 17:10:26
61552,TXN0000061552,20,2026-04-28 14:27:37,deposit,48858.25,USD,POS,Khalti,2026-04-28 15:21:37
61553,TXN0000061553,29,2026-02-17 21:03:18,Card Payment,26816.7,USD,Branch,Daraz,2026-02-17 22:01:18
61554,TXN0000061554,32,2026-04-18 10:46:06,Card Payment,22576.66,USD,ATM,Daraz,2026-04-18 11:43:06
61555,TXN0000061555,19,2026-05-30 20:39:37,deposit,40975.83,USD,Branch,Esewa,2026-05-30 21:23:37
61556,TXN0000061556,81,2026-04-25 22:15:54,Deposit,79034.6,USD,Internet Banking,Esewa,2026-04-25 22:28:54
61557,TXN0000061557,88,2025-12-31 05:54:43,deposit,1873.58,USD,POS,Bhatbhateni,2025-12-31 06:18:43
61558,TXN0000061558,79,2026-03-06 11:39:52,Transfer,72543.04,NPR,ATM,Esewa,2026-03-06 11:52:52
61559,TXN0000061559,8,2026-04-05 22:47:12,Deposit,71242.1,npr,Internet Banking,Khalti,2026-04-05 23:27:12
61560,TXN0000061560,3,2026-03-17 04:58:39,Fee,10559.54,USD,POS,Khalti,2026-03-17 05:40:39
61561,TXN0000061561,41,2026-02-18 22:59:42,Transfer,108143.96,NPR,POS,,2026-02-18 23:13:42
61562,TXN0000061562,36,2026-05-03 03:17:41,deposit,66591.84,npr,POS,,2026-05-03 03:53:41
61563,TXN0000061563,70,2026-03-09 20:23:23,withdrawal,43204.62,USD,POS,Esewa,2026-03-09 20:53:23
61564,TXN0000061564,20,2026-02-06 07:59:53,Withdrawal,27211.85,USD,Branch,Bhatbhateni,2026-02-06 08:03:53
61565,TXN0000061565,45,2026-02-19 04:24:33,Card Payment,16894.92,npr,POS,ATM Cash,2026-02-19 05:18:33
61566,TXN0000061566,50,2026-03-20 02:17:42,Card Payment,48958.94,USD,ATM,,2026-03-20 02:40:42
61567,TXN0000061567,105,2025-12-28 10:48:25,Transfer,135022.1,npr,POS,Khalti,2025-12-28 10:50:25
61568,TXN0000061568,110,2025-12-13 02:55:23,Fee,1450.86,USD,Internet Banking,Bhatbhateni,2025-12-13 03:55:23
61569,TXN0000061569,138,2026-05-06 07:14:23,deposit,14951.96,npr,Internet Banking,Daraz,2026-05-06 07:24:23
61570,TXN0000061570,135,2025-12-14 19:34:39,Deposit,9174.57,npr,Branch,ATM Cash,2025-12-14 20:29:39
61571,TXN0000061571,46,2026-04-24 08:07:39,Fee,18995.82,USD,POS,ATM Cash,2026-04-24 08:21:39
61572,TXN0000061572,13,2026-01-14 08:24:53,Fee,41517.7,npr,Mobile Banking,Bhatbhateni,2026-01-14 09:00:53
61573,TXN0000061573,89,2026-01-06 09:20:59,Deposit,92054.26,npr,POS,Esewa,2026-01-06 10:09:59
61574,TXN0000061574,74,2026-04-09 17:42:48,Card Payment,24906.73,NPR,ATM,Bhatbhateni,2026-04-09 18:38:48
61575,TXN0000061575,114,2025-12-08 11:10:46,Withdrawal,40743.66,USD,ATM,Daraz,2025-12-08 11:52:46
61576,TXN0000061576,104,2026-03-22 07:28:15,Withdrawal,20148.26,npr,Mobile Banking,,2026-03-22 07:49:15
61577,TXN0000061577,112,2026-02-14 07:24:47,withdrawal,34191.03,NPR,Internet Banking,ATM Cash,2026-02-14 07:45:47
61578,TXN0000061578,22,2026-03-02 10:49:23,Card Payment,27789.49,USD,,Bhatbhateni,2026-03-02 10:55:23
61579,TXN0000061579,120,2026-02-15 21:12:41,Transfer,6577.8,NPR,Branch,,2026-02-15 21:27:41
61580,TXN0000061580,70,2026-03-07 16:54:10,Fee,37251.41,USD,Internet Banking,Bhatbhateni,2026-03-07 17:03:10
61581,TXN0000061581,135,2026-02-16 04:44:44,Transfer,38135.31,NPR,Mobile Banking,Khalti,2026-02-16 04:48:44
61582,TXN0000061582,134,2026-03-01 13:01:54,Withdrawal,14310.32,USD,Branch,Daraz,2026-03-01 13:03:54
61583,TXN0000061583,114,2026-04-24 15:10:04,deposit,49169.03,NPR,Branch,Daraz,2026-04-24 15:39:04
61584,TXN0000061584,110,2026-04-07 01:23:34,Deposit,6302.33,npr,Branch,Bhatbhateni,2026-04-07 01:38:34
61585,TXN0000061585,21,2025-12-13 05:47:44,withdrawal,3547.44,USD,,Bhatbhateni,2025-12-13 06:14:44
61586,TXN0000061586,114,2026-02-26 16:27:08,Deposit,33890.31,npr,Branch,,2026-02-26 17:05:08
61587,TXN0000061587,123,2025-12-05 20:58:30,Fee,112.51,npr,Internet Banking,,2025-12-05 21:35:30
61588,TXN0000061588,59,2026-03-23 02:28:09,Card Payment,11125.13,USD,POS,ATM Cash,2026-03-23 02:29:09
61589,TXN0000061589,57,2026-03-10 14:41:03,Deposit,2696.17,NPR,Internet Banking,Khalti,2026-03-10 14:52:03
61590,TXN0000061590,78,2026-05-07 06:28:36,Deposit,9421.26,npr,Mobile Banking,Bhatbhateni,2026-05-07 07:06:36
61591,TXN0000061591,13,2026-02-27 01:28:09,withdrawal,41703.42,npr,Mobile Banking,Bhatbhateni,2026-02-27 01:47:09
61592,TXN0000061592,84,2025-12-30 22:36:58,Transfer,93184.08,USD,Branch,Bhatbhateni,2025-12-30 23:12:58
61593,TXN0000061593,129,2026-05-16 15:22:39,Card Payment,4516.76,USD,POS,Bhatbhateni,2026-05-16 15:23:39
61594,TXN0000061594,73,2026-02-01 23:35:35,withdrawal,20456.84,NPR,,Esewa,2026-02-01 23:40:35
61595,TXN0000061595,126,2025-12-12 11:19:41,withdrawal,16979.54,npr,,Bhatbhateni,2025-12-12 12:03:41
61596,TXN0000061596,49,2026-02-26 01:32:55,Withdrawal,44206.12,NPR,Mobile Banking,Bhatbhateni,2026-02-26 02:26:55
61597,TXN0000061597,140,2026-05-02 20:35:29,deposit,15064.66,NPR,ATM,Esewa,2026-05-02 20:36:29
61598,TXN0000061598,45,2026-01-11 19:06:01,deposit,14829.09,NPR,Internet Banking,Bhatbhateni,2026-01-11 19:22:01
61599,TXN0000061599,62,2026-03-27 02:30:32,deposit,66848.03,npr,ATM,Bhatbhateni,2026-03-27 03:02:32
61600,TXN0000061600,65,2025-12-25 11:27:02,Transfer,56966.9,npr,Mobile Banking,ATM Cash,2025-12-25 12:01:02
61601,TXN0000061601,126,2026-02-05 05:00:21,deposit,10471.0,NPR,ATM,Esewa,2026-02-05 05:45:21
61602,TXN0000061602,26,2025-12-11 09:51:36,Transfer,118567.18,USD,Internet Banking,,2025-12-11 10:44:36
61603,TXN0000061603,88,2026-01-24 16:35:32,Fee,16807.48,NPR,Branch,Daraz,2026-01-24 17:30:32
61604,TXN0000061604,120,2026-04-28 01:29:37,Transfer,116960.62,npr,POS,Daraz,2026-04-28 01:42:37
61605,TXN0000061605,71,2026-01-13 00:14:35,Card Payment,7095.58,NPR,Mobile Banking,Khalti,2026-01-13 00:19:35
61606,TXN0000061606,124,2026-03-18 20:19:34,Transfer,127791.54,npr,Internet Banking,Esewa,2026-03-18 20:50:34
61607,TXN0000061607,9,2026-02-09 19:46:53,Withdrawal,39430.71,USD,Internet Banking,ATM Cash,2026-02-09 20:29:53
61608,TXN0000061608,130,2026-04-30 21:16:44,Fee,40089.04,NPR,,ATM Cash,2026-04-30 21:41:44
61609,TXN0000061609,48,2026-01-15 02:38:50,Withdrawal,22603.85,USD,Mobile Banking,Esewa,2026-01-15 03:28:50
61610,TXN0000061610,15,2026-02-07 06:12:05,Withdrawal,12585.75,USD,ATM,Khalti,2026-02-07 06:27:05
61611,TXN0000061611,67,2026-04-09 15:57:24,Deposit,71881.42,NPR,ATM,,2026-04-09 16:02:24
61612,TXN0000061612,117,2026-04-23 22:10:58,deposit,42105.5,NPR,Internet Banking,Bhatbhateni,2026-04-23 22:58:58
61613,TXN0000061613,113,2026-01-28 06:15:38,Card Payment,2725.36,USD,,Daraz,2026-01-28 06:53:38
61614,TXN0000061614,52,2026-04-10 00:11:05,Transfer,49328.24,NPR,,ATM Cash,2026-04-10 00:25:05
61615,TXN0000061615,33,2026-04-09 05:36:46,Transfer,64582.18,USD,Internet Banking,Daraz,2026-04-09 06:17:46
61616,TXN0000061616,67,2026-02-12 07:19:27,Card Payment,6874.58,USD,Mobile Banking,Khalti,2026-02-12 07:42:27
61617,TXN0000061617,65,2026-02-09 23:45:28,withdrawal,17636.98,NPR,,,2026-02-09 23:48:28
61618,TXN0000061618,99,2025-12-11 18:36:52,withdrawal,23850.01,npr,Mobile Banking,,2025-12-11 19:30:52
61619,TXN0000061619,68,2026-01-05 15:03:21,Transfer,101169.83,npr,ATM,ATM Cash,2026-01-05 15:15:21
61620,TXN0000061620,79,2026-01-03 14:54:50,withdrawal,14029.95,npr,Branch,,2026-01-03 15:32:50
61621,TXN0000061621,6,2026-05-12 14:00:12,Fee,41166.97,NPR,Mobile Banking,Esewa,2026-05-12 14:56:12
61622,TXN0000061622,24,2026-03-07 18:10:22,deposit,46450.71,npr,Mobile Banking,Khalti,2026-03-07 18:25:22
61623,TXN0000061623,44,2026-05-10 13:23:23,Deposit,65274.01,USD,,Esewa,2026-05-10 14:15:23
61624,TXN0000061624,108,2026-04-08 11:11:16,deposit,3372.76,NPR,Branch,,2026-04-08 11:18:16
61625,TXN0000061625,18,2026-01-16 11:42:05,Card Payment,3841.86,USD,POS,Bhatbhateni,2026-01-16 12:07:05
61626,TXN0000061626,17,2026-01-31 00:35:08,Deposit,59266.86,npr,Mobile Banking,Khalti,2026-01-31 01:01:08
61627,TXN0000061627,124,2026-03-23 21:57:39,Deposit,98222.56,NPR,,Daraz,2026-03-23 22:46:39
61628,TXN0000061628,130,2026-05-18 12:25:59,withdrawal,16170.52,npr,POS,,2026-05-18 12:28:59
61629,TXN0000061629,131,2026-03-30 19:14:10,withdrawal,16317.89,NPR,POS,Bhatbhateni,2026-03-30 19:33:10
61630,TXN0000061630,46,2026-04-29 01:03:05,Card Payment,48848.84,npr,,Khalti,2026-04-29 01:10:05
61631,TXN0000061631,124,2026-05-23 11:28:26,Withdrawal,46515.9,NPR,Internet Banking,Bhatbhateni,2026-05-23 11:49:26
61632,TXN0000061632,133,2025-12-26 09:05:36,withdrawal,12275.08,NPR,Internet Banking,Esewa,2025-12-26 09:41:36
61633,TXN0000061633,65,2026-02-08 12:45:56,Withdrawal,26765.35,USD,Branch,Khalti,2026-02-08 13:40:56
61634,TXN0000061634,8,2026-05-17 02:34:42,Card Payment,46506.59,USD,Mobile Banking,Daraz,2026-05-17 03:34:42
61635,TXN0000061635,19,2026-03-21 21:16:04,Fee,38008.04,npr,Branch,,2026-03-21 22:10:04
61636,TXN0000061636,1,2026-04-24 00:13:59,deposit,79204.53,npr,Internet Banking,Khalti,2026-04-24 00:39:59
61637,TXN0000061637,64,2026-02-06 23:43:12,Card Payment,9637.3,NPR,ATM,Daraz,2026-02-07 00:21:12
61638,TXN0000061638,121,2026-05-05 02:42:16,Deposit,53278.29,USD,,Bhatbhateni,2026-05-05 03:22:16
61639,TXN0000061639,138,2026-04-30 15:02:32,deposit,72891.85,USD,ATM,Esewa,2026-04-30 16:02:32
61640,TXN0000061640,108,2026-05-21 05:23:44,deposit,39580.47,USD,,Bhatbhateni,2026-05-21 06:17:44
61641,TXN0000061641,99,2026-03-31 03:11:01,deposit,65821.26,NPR,Mobile Banking,ATM Cash,2026-03-31 03:30:01
61642,TXN0000061642,12,2026-04-26 22:34:14,Withdrawal,34823.85,USD,Branch,Daraz,2026-04-26 23:31:14
61643,TXN0000061643,38,2026-05-28 18:37:40,deposit,68561.25,NPR,Internet Banking,,2026-05-28 19:28:40
61644,TXN0000061644,4,2026-05-26 23:49:37,withdrawal,2468.03,NPR,Branch,Khalti,2026-05-27 00:11:37
61645,TXN0000061645,116,2026-01-30 02:07:07,Deposit,36684.32,NPR,Mobile Banking,Khalti,2026-01-30 02:21:07
61646,TXN0000061646,75,2026-04-27 22:30:24,Withdrawal,2064.64,npr,Internet Banking,,2026-04-27 22:51:24
61647,TXN0000061647,118,2026-01-25 13:30:31,Fee,16859.67,npr,,Daraz,2026-01-25 13:52:31
61648,TXN0000061648,31,2026-02-03 20:27:16,Transfer,129940.5,NPR,,Bhatbhateni,2026-02-03 21:05:16
61649,TXN0000061649,93,2026-05-23 09:00:25,Deposit,58385.74,USD,Mobile Banking,Khalti,2026-05-23 09:22:25
61650,TXN0000061650,90,2026-04-08 23:27:45,deposit,21184.11,NPR,POS,,2026-04-09 00:07:45
61651,TXN0000061651,109,2025-12-26 13:06:31,withdrawal,9760.67,NPR,Internet Banking,ATM Cash,2025-12-26 13:43:31
61652,TXN0000061652,45,2026-05-04 23:31:21,Deposit,90831.73,NPR,Internet Banking,Khalti,2026-05-05 00:28:21
61653,TXN0000061653,90,2026-03-27 19:48:57,Card Payment,27694.53,npr,,,2026-03-27 20:21:57
61654,TXN0000061654,112,2026-01-09 15:14:59,deposit,9815.08,NPR,POS,,2026-01-09 15:35:59
61655,TXN0000061655,51,2026-05-30 22:31:59,withdrawal,27451.56,NPR,POS,,2026-05-30 23:29:59
61656,TXN0000061656,126,2025-12-07 10:52:08,Deposit,10009.77,NPR,Branch,Khalti,2025-12-07 11:15:08
61657,TXN0000061657,66,2026-02-16 06:18:04,deposit,74003.19,NPR,Internet Banking,Esewa,2026-02-16 06:20:04
61658,TXN0000061658,74,2026-04-16 08:18:21,deposit,20591.1,USD,POS,,2026-04-16 08:27:21
61659,TXN0000061659,128,2026-03-19 19:10:59,Withdrawal,23192.12,npr,Branch,,2026-03-19 19:41:59
61660,TXN0000061660,24,2025-12-20 22:25:23,Withdrawal,39011.29,NPR,,Daraz,2025-12-20 23:00:23
61661,TXN0000061661,82,2026-03-07 11:25:23,Fee,11935.83,npr,Internet Banking,Daraz,2026-03-07 11:48:23
61662,TXN0000061662,41,2025-12-09 13:47:28,withdrawal,13505.08,USD,ATM,,2025-12-09 14:20:28
61663,TXN0000061663,118,2026-05-02 12:28:48,Deposit,96640.27,NPR,POS,Bhatbhateni,2026-05-02 12:46:48
61664,TXN0000061664,87,2026-05-05 13:13:36,withdrawal,15230.02,USD,Mobile Banking,Daraz,2026-05-05 13:22:36
61665,TXN0000061665,22,2026-01-18 04:40:20,Card Payment,41704.89,npr,POS,Esewa,2026-01-18 04:55:20
61666,TXN0000061666,105,2025-12-18 12:36:24,Fee,17191.76,USD,Branch,Esewa,2025-12-18 13:20:24
61667,TXN0000061667,126,2026-01-22 12:26:17,Transfer,85090.74,USD,Internet Banking,Daraz,2026-01-22 12:31:17
61668,TXN0000061668,24,2026-02-27 20:09:55,Deposit,94322.28,npr,ATM,,2026-02-27 20:27:55
61669,TXN0000061669,47,2026-01-16 22:29:28,withdrawal,37153.27,USD,ATM,Daraz,2026-01-16 22:32:28
61670,TXN0000061670,101,2026-03-02 03:13:27,Withdrawal,32843.78,USD,POS,Daraz,2026-03-02 03:40:27
61671,TXN0000061671,36,2026-03-03 12:47:16,withdrawal,2191.71,USD,Branch,ATM Cash,2026-03-03 13:22:16
61672,TXN0000061672,122,2026-05-01 21:44:23,withdrawal,27900.63,USD,ATM,Khalti,2026-05-01 22:10:23
61673,TXN0000061673,37,2026-03-23 00:29:07,deposit,14668.9,NPR,POS,Daraz,2026-03-23 00:43:07
61674,TXN0000061674,86,2026-01-16 19:34:06,withdrawal,5973.71,npr,POS,ATM Cash,2026-01-16 20:15:06
61675,TXN0000061675,74,2026-04-18 15:49:50,Fee,23329.88,NPR,ATM,Daraz,2026-04-18 15:52:50
61676,TXN0000061676,95,2026-05-20 06:01:26,deposit,29210.7,NPR,,Esewa,2026-05-20 07:00:26
61677,TXN0000061677,51,2026-04-18 23:16:43,Withdrawal,6448.09,npr,Mobile Banking,Bhatbhateni,2026-04-18 23:37:43
61678,TXN0000061678,40,2026-03-23 11:12:37,Transfer,24301.53,USD,POS,,2026-03-23 11:49:37
61679,TXN0000061679,124,2026-05-02 03:15:36,deposit,57176.02,npr,Branch,Esewa,2026-05-02 03:18:36
61680,TXN0000061680,7,2026-01-31 20:53:53,Deposit,5143.09,npr,,,2026-01-31 21:00:53
61681,TXN0000061681,43,2026-02-08 11:14:41,Transfer,92525.99,USD,Branch,,2026-02-08 12:10:41
61682,TXN0000061682,61,2025-12-23 08:19:11,Transfer,149441.57,NPR,Mobile Banking,Daraz,2025-12-23 09:03:11
61683,TXN0000061683,38,2026-04-16 00:21:21,Deposit,34838.84,NPR,Internet Banking,ATM Cash,2026-04-16 01:13:21
61684,TXN0000061684,89,2025-12-05 03:00:51,deposit,44813.05,NPR,ATM,ATM Cash,2025-12-05 03:22:51
61685,TXN0000061685,84,2026-04-16 05:14:54,Fee,40072.54,npr,,ATM Cash,2026-04-16 05:49:54
61686,TXN0000061686,68,2026-03-10 08:08:11,Withdrawal,39076.5,npr,ATM,Khalti,2026-03-10 08:54:11
61687,TXN0000061687,105,2025-12-29 10:58:57,Withdrawal,36460.09,USD,Branch,Daraz,2025-12-29 11:30:57
61688,TXN0000061688,17,2026-01-11 03:33:30,withdrawal,2179.16,npr,Mobile Banking,Esewa,2026-01-11 04:09:30
61689,TXN0000061689,45,2026-03-07 05:54:54,Card Payment,23221.26,USD,,Daraz,2026-03-07 06:13:54
61690,TXN0000061690,57,2026-03-24 04:23:57,Deposit,88663.93,NPR,ATM,Bhatbhateni,2026-03-24 04:31:57
61691,TXN0000061691,91,2026-04-13 10:53:58,Fee,31669.47,USD,Mobile Banking,,2026-04-13 10:58:58
61692,TXN0000061692,113,2026-01-05 21:39:36,Withdrawal,18807.05,NPR,ATM,Bhatbhateni,2026-01-05 22:04:36
61693,TXN0000061693,130,2026-01-03 22:44:23,Withdrawal,21639.91,USD,Internet Banking,ATM Cash,2026-01-03 23:43:23
61694,TXN0000061694,10,2026-05-23 10:19:44,Fee,5485.61,NPR,POS,ATM Cash,2026-05-23 10:44:44
61695,TXN0000061695,133,2026-03-11 16:08:01,Card Payment,15729.33,NPR,,Daraz,2026-03-11 16:26:01
61696,TXN0000061696,101,2026-03-12 06:09:52,Deposit,14935.54,NPR,ATM,ATM Cash,2026-03-12 07:05:52
61697,TXN0000061697,120,2026-04-04 00:07:04,Withdrawal,3517.31,NPR,Internet Banking,ATM Cash,2026-04-04 00:47:04
61698,TXN0000061698,13,2025-12-06 00:00:34,Withdrawal,14457.99,USD,Internet Banking,Esewa,2025-12-06 00:59:34
61699,TXN0000061699,101,2026-02-16 13:48:30,Transfer,130321.48,NPR,,ATM Cash,2026-02-16 14:39:30
61700,TXN0000061700,65,2026-03-24 16:07:36,deposit,64715.06,npr,Internet Banking,Bhatbhateni,2026-03-24 16:10:36
61701,TXN0000061701,58,2026-04-03 14:35:40,Card Payment,10664.25,USD,Mobile Banking,,2026-04-03 15:09:40
61702,TXN0000061702,35,2026-05-06 17:18:30,Transfer,61087.88,USD,Mobile Banking,Daraz,2026-05-06 17:50:30
61703,TXN0000061703,48,2025-12-17 14:46:22,deposit,45584.8,npr,ATM,,2025-12-17 15:35:22
61704,TXN0000061704,114,2026-05-19 21:11:56,Fee,14689.19,USD,,Daraz,2026-05-19 22:03:56
61705,TXN0000061705,9,2026-03-05 17:37:49,Transfer,121156.79,USD,Mobile Banking,ATM Cash,2026-03-05 17:47:49
61706,TXN0000061706,112,2026-01-02 11:55:20,Fee,25276.34,NPR,POS,Esewa,2026-01-02 12:35:20
61707,TXN0000061707,63,2026-06-02 19:44:48,withdrawal,14092.67,NPR,POS,Esewa,2026-06-02 20:43:48
61708,TXN0000061708,128,2026-04-30 04:08:30,Fee,47095.34,USD,ATM,ATM Cash,2026-04-30 04:39:30
61709,TXN0000061709,98,2026-03-15 03:37:54,Transfer,71720.82,npr,Mobile Banking,ATM Cash,2026-03-15 04:05:54
61710,TXN0000061710,50,2025-12-15 01:27:54,Fee,31325.63,USD,,Bhatbhateni,2025-12-15 01:39:54
61711,TXN0000061711,129,2026-02-19 07:46:38,Fee,38999.78,USD,POS,Daraz,2026-02-19 08:15:38
61712,TXN0000061712,85,2026-01-15 19:21:26,Withdrawal,31399.52,USD,ATM,Esewa,2026-01-15 19:45:26
61713,TXN0000061713,24,2025-12-26 04:46:42,deposit,79208.98,USD,,Esewa,2025-12-26 05:31:42
61714,TXN0000061714,84,2026-03-30 09:54:52,deposit,71585.0,npr,Mobile Banking,Daraz,2026-03-30 09:59:52
61715,TXN0000061715,57,2026-05-28 20:43:46,Deposit,21457.27,NPR,ATM,,2026-05-28 21:22:46
61716,TXN0000061716,25,2026-02-01 22:20:25,withdrawal,1620.74,NPR,Mobile Banking,Esewa,2026-02-01 22:49:25
61717,TXN0000061717,94,2026-02-06 05:16:19,deposit,20691.79,NPR,Mobile Banking,Bhatbhateni,2026-02-06 05:28:19
61718,TXN0000061718,9,2026-01-23 11:23:55,deposit,2120.56,USD,Mobile Banking,,2026-01-23 12:19:55
61719,TXN0000061719,68,2026-01-11 15:36:12,Deposit,89567.96,npr,ATM,Bhatbhateni,2026-01-11 16:29:12
61720,TXN0000061720,97,2026-02-26 03:24:34,withdrawal,38562.12,npr,Branch,Daraz,2026-02-26 04:03:34
61721,TXN0000061721,11,2026-02-22 09:39:03,Transfer,85711.86,npr,POS,Bhatbhateni,2026-02-22 10:20:03
61722,TXN0000061722,32,2026-01-20 23:19:49,withdrawal,8293.39,npr,Mobile Banking,Esewa,2026-01-20 23:34:49
61723,TXN0000061723,63,2026-04-26 03:48:21,Transfer,12895.08,USD,Mobile Banking,ATM Cash,2026-04-26 04:21:21
61724,TXN0000061724,1,2025-12-20 20:25:08,Withdrawal,10330.27,USD,POS,Khalti,2025-12-20 20:36:08
61725,TXN0000061725,52,2026-01-08 13:18:48,Card Payment,5010.22,USD,,Esewa,2026-01-08 13:30:48
61726,TXN0000061726,79,2026-03-03 14:29:52,withdrawal,14581.18,NPR,Mobile Banking,,2026-03-03 14:52:52
61727,TXN0000061727,67,2025-12-25 19:39:45,deposit,69696.97,NPR,,Daraz,2025-12-25 20:15:45
61728,TXN0000061728,52,2026-04-02 08:56:08,withdrawal,44190.65,USD,Mobile Banking,Daraz,2026-04-02 09:34:08
61729,TXN0000061729,38,2025-12-28 14:16:46,Withdrawal,15371.24,NPR,Mobile Banking,Khalti,2025-12-28 14:37:46
